image_name,caption_number,caption
3312455265.jpg,0,"A man wearing a red cap and shades , is singing into a microphone , as he is playing a guitar that has "" Whatever it Takes "" written on it ."
3312455265.jpg,1,"A musician playing a guitar and harmonica singing a song with "" Whatever it Takes "" written on his guitar ."
3312455265.jpg,3,"A guy playing a guitar with "" Whatever it takes "" written on it ."
33143954.jpg,1,"A man wearing a t-shirt that has "" gnu "" printed on it gives a technology presentation ."
3321018071.jpg,2,"Two men climb stairs , one of which is wearing a shirt that says "" nerd "" on it ."
3325960085.jpg,0,"Large seated group of people with a sign in the photo that says "" Gladstone School """
3334040774.jpg,0,"Attractive woman , Roller derby team "" Roller Girls "" stares , while fixing her shirt and holding a bag ."
3337695238.jpg,1,"Girls are dancing in a gym in front of a blue "" adidas "" sign ."
33459741.jpg,0,"A woman in a long dress is outside walking with a green laundry basket in her hands in front of a brick building with an "" apartment for rent "" sign ."
3353962769.jpg,0,"A motorcyclist "" pops a wheelie "" in a grassy field framed by rolling hills ."
335824468.jpg,0,"A young woman reading the "" boy scout handbook "" in a cafeteria ."
3359454244.jpg,0,"A man wearing glasses and shirt that says "" got rocks ? "" is flipping a pancake out of a frying pan ."
3365751494.jpg,0,"Young black women sit and lean on a wall marked with graffiti that contains the text "" sons of freedom "" ."
3368902903.jpg,1,"Three men are walking in a row , one behind the other , on a city street in front of a store named "" The Odeon "" ."
3368902903.jpg,3,"Three people walking in front of "" The Odeon "" ."
3371224046.jpg,1,"A musician , set up as a one-man-band , wears a top hat while performing against a brick wall , the word "" Bankside "" above his head ."
3376222719.jpg,2,"A man and a woman are talk while standing behind a man wearing a shirt that says "" Support Your Local Brewery "" ."
3378167937.jpg,0,"A person in a plaid shirt is laying on the ground taking a picture of a backpack which reads "" vespa "" ."
3378553508.jpg,2,"Behind a "" 3rd St. "" sign and traffic light , building construction continues ."
3384743985.jpg,0,"Little girl in a bathtub with a huge smile and her wet hair sticking straight up like Alfalfa 's hair in the old TV show "" The Little Rascals . """
3389458786.jpg,0,"A roomful of students who appear to all be Asian are gathered around different tables , with the foregrounded table having a placard reading "" New York City "" placed in the center of it ."
3389491391.jpg,0,"A man in glasses and a white coat with the name tag "" Jim "" smiles ."
339642119.jpg,0,"Three older women in a living room , decorated for Christmas , a "" VAIO "" notebook is the center of attention ."
3400889730.jpg,0,"Man holding a Bible with a sign that reads "" Repent . Jesus Christ will judge the world . """
340941222.jpg,0,"A young man wearing a blue hoodie and black beanie is standing next to a shopping cart in front of an aisle of Women 's Lifestyle magazines , looking at a tabloid with the headline "" I 'm pregnant ! """
340941222.jpg,1,"A man in the middle of the section for women 's lifestyle magazines reads a magazine that declares "" I 'm Pregnant ! """
340941222.jpg,2,"A white man who looks like harry potter reads a magazine in front of a purple "" women 's lifestyle "" sign"
340941222.jpg,3,"Smiling man with hat , standing in store reading magazine that says "" I 'm Pregnant "" on cover ."
3416617727.jpg,0,"Some people in blue shirts are standing up at an even with big letters spelling out the word "" KRUNCH "" ."
3416617727.jpg,1,"A crowd in stands holding up the letters "" K "" , "" R "" , "" U "" , "" N "" , and "" C "" ."
3439379227.jpg,1,"Young boy looking at a purple letter "" P "" the hand in front of him is holding ."
3439379227.jpg,3,"A little boy is looking at a purple letter "" P "" ."
344403580.jpg,0,"A man in a cowboy hat is running an ice cream cart with the words "" Sorvete e Gelados Nicolau . """
344403580.jpg,1,"A man works a small ice cream stand that says "" Sorvette e Gelados "" on the side ."
3451290730.jpg,1,"Candlelight vigil with many individuals holding signs including the word "" trees """
3451345621.jpg,0,"A protester in a cowboy gear holds up a sign that says , "" Dont tax me bro! """
34536135.jpg,1,"A cook prepares food at the counter in a store called "" Frank 's Burgers "" ."
3453919853.jpg,2,"A young girl in a blue t-shirt stands next to a game entitled "" Grandma 's Predictions . """
3471747180.jpg,2,"A man leaning on a yellow "" Water for Sudan "" tank ."
3474912569.jpg,0,"A young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says , "" The Rescue . """
3474912569.jpg,1,"A woman with a headband walking at the lead of a crowd , holding a sign saying "" the rescue "" ."
3474934013.jpg,0,"A man with a mohawk is carrying food while wearing a t-shirt that says "" bread-butter-cheese-victory "" ."
3489153328.jpg,1,"The pitcher for the "" O-Backs "" is making a pitch while the infield umpire watches ."
349880348.jpg,0,"A man sits in a dingy stall which says "" Sol Septu "" on the sidewalk while a man poses before the stand but does not look at it ."
3503011427.jpg,3,"A man is walking down a sidewalk under a "" lounge bar "" sign ."
3509720002.jpg,1,"A woman walks past a shop called "" Sublime . """
3514685438.jpg,2,"A white woman holding a donation check for "" Kids Food Basket . """
352053049.jpg,1,"Advertisements in front of a store including "" $ 12.99 12 pk BOTTLES . """
3520617304.jpg,3,"Two military men practicing a "" take-down "" maneuver ."
3532192208.jpg,3,"Redheaded man with "" Flickr "" badge at event ."
3544483327.jpg,0,"A man in all black is using a green bike to trick over a sign saying , "" Free Dinner "" ."
3544483327.jpg,2,"A man on a bicycle is jumping over a sign that says "" free dinner "" ."
3563617591.jpg,0,"A woman wearing a pink shirt and a name tag which reads "" Amanda "" applies lipstick to her upper lip , her mouth moderately open ."
3564907603.jpg,0,"A group of young adults with "" X "" on their hands , smiling ."
3583293892.jpg,2,"Baseball is being played by two men in red jerseys by a "" pepco "" sign ."
3587449716.jpg,1,"Three women in costume are holding papers that say "" I love you "" ."
3587449716.jpg,3,"Three women in elaborate costumes hold up "" I Love You "" cards ."
3595956590.jpg,1,"A blond-haired girl lying on grass behind a fence gives "" thumbs up "" sign as a tortoise walks in front of her ."
3596417458.jpg,2,"The "" wow "" factor of the food at this picnic has been deliciously interrupted ."
3602603745.jpg,0,"A young boy wearing a white shirt with "" Frog ! "" printed in red , turns the pages of a book he is holding ."
3605440115.jpg,0,"A man in a green and white "" Irish "" baseball uniform is lunging forward as though to throw the ball underhand as an older man in umpire 's uniform looks on ."
3605440115.jpg,1,"The baseball player wearing the "" Irish "" uniform prepares to throw the ball to his teammate as the umpire watches closely ."
3609259984.jpg,0,"A man in a blue shirt and jeans appears to be sleeping on a chair outside of a building next to an orange safety cone and a sign that says , "" OUVERT. """
3609259984.jpg,1,"A young man sleeps in front of a blue door and behind an orange cone bearing a sign that says , "" Ouvert "" ."
3632842482.jpg,3,"A dog in a "" superman "" shirt sleeps on a blanket ."
363755314.jpg,0,"An Asian man wearing a body-fitting black , long-sleeved top and gold & black spandex riding shorts imprinted with "" Malaysia "" on the back and sides is riding a stationary Mavic brand competition bicycle in a large venue that appears to be a convention for health and sports products ."
3668741784.jpg,0,"An older woman with arm crutches is dressed in white and going through her white purse in front of a poster that reads "" Lack of money is the root of all evil . """
3672057606.jpg,0,"A woman leaning against the wall in the "" Dupont Circle "" subway station with a trashcan to the right ."
3677613006.jpg,0,"Girl in club DJ both showing camera the cover of Michael Jackson 's "" Thriller . """
3678885320.jpg,0,"A husky middle-aged man , with a black shirt that says "" got music "" , and a cowboy hat , plays a guitar ."
3679407035.jpg,0,"There is a man who is wearing a shredded blue shirt that reads , "" Boys Will Do Boys , "" waving at the camera ."
3679407035.jpg,2,"A brown-haired man is wearing a blue shirt that says , "" Boys will do boys "" ."
368332373.jpg,0,"A man is holding a shopping basket standing in front of a sign at the fish department that says "" Fishmonger """
3683974620.jpg,0,"Two dirt bikers - one in black and red , sporting number 64 , the other in blue and white displaying a red "" 21 "" - round the corner of a tree-lined track ."
3688364166.jpg,4,"This gentleman is performing his "" one man "" show ."
3697902123.jpg,1,"A man is squatting in front of a kiosk labeled "" PAY HERE "" ; a pickup truck is in the background ."
3706019259.jpg,0,"A couple , who appear to be Indian or Pakistani , walk on a path beside a body of water , the mother carrying a child in a diaper , the father wrapped in a blanket with the logo of the humanitarian organization "" Save the Children . """
3706356018.jpg,1,"A group of children on the "" Frog Hopper "" ride at a fair ."
3706356018.jpg,2,"A group of children in the ride called "" Frog Hopper "" ."
3707902579.jpg,0,"Five men in white t-shirts are looking at something underneath a McDonalds sign that states "" Bag of ice .99 "" ."
3715880314.jpg,0,"A woman is walking among trees , a sign reading "" berry picker "" can be seen ."
3718072512.jpg,1,"This 70 's style fashion statement goes well with a garage style "" boogie . """
3722540104.jpg,0,"A man sitting in a racing car with black sunglasses and a look that reads "" I 'm ready to win . """
3731335528.jpg,1,"Lead singer of the band "" Green Day "" , Billy Joe , sings a song on stage with a young boy in the background ."
3732420759.jpg,4,"A woman wearing a tie is making a "" shhh "" gesture in front of a bookcase ."
3732728142.jpg,0,"A baby in a baby seat wearing a red beanie that says "" love "" ."
3733543762.jpg,0,"Crowd of sightseers gathered on a dock with the ship "" evergreen "" in the background ."
3736180463.jpg,0,"Chubby man holding camera on tripod , standing in front of bar named "" ON THE ROXX "" with passer-bys blurred by movement ."
3736180463.jpg,1,"Several men walk in front of "" On The Roxx "" Bar and Grill that serves pizza and Coors Light ."
3747007211.jpg,0,"A ski slope with a big red sign that says "" 12 "" and a person in a yellow ski jacket skiing ."
374772081.jpg,2,"A baby wearing an "" Elmo "" and "" Big Bird "" bib is eating ."
3754588617.jpg,0,"Two young girls are playing on swings , and one is holding the other girls swing "" still . """
3765589.jpg,0,"A festival taking place on a street beside a store entitled "" De Credito "" ."
3789230623.jpg,0,"Two men do construction work by a wall with the words "" A SEMBLANCE "" adorned upon it ."
378969539.jpg,2,"A female athlete holds up a sign indicating "" Rocks "" inside a arena ."
3795581431.jpg,1,"A little girl with blond-hair is wearing a dress and a hat that says "" Birthday Princess . """
3804183007.jpg,0,"A young man wearing a t-shirt that says "" We are the champions "" is laughing with other young people at a bar ."
3808149060.jpg,4,"People standing outside of "" Vira Virou . """
3815003515.jpg,0,"Colorful van with blue above and green with pink "" clouds "" on the bottom sitting in front of a fenced in home and sign saying "" Jaguar "" in front ."
3816206376.jpg,0,"A man with a "" used cars "" advertisement atop his car drives down the street ."
3826423291.jpg,1,"A collection of blue tents , one of which says "" Exodus "" , are set up in a lush landscape ."
3827185640.jpg,0,"Lone hiker in mountain setting viewing newly tilled land prepared in a "" Step "" system of planting ."
3834120725.jpg,0,"A woman in a pink shirt is talking to a man in a black shirt with the words "" GROOM "" on the front ."
3834121899.jpg,1,"A minister in a plaid shirt marries a man wearing a shirt that says "" groom "" and a woman in a pink dress ."
3834993910.jpg,1,"A guy in shorts , a hoodie , and flips flops playing indoor putt putt golf and is currently at the "" penguin hole "" ."
3841625978.jpg,0,"A woman with a red shirt and a star tattoo on her arm holds an apple behind a display of "" Fresh Juicy Australian Navel Oranges . """
3853594376.jpg,3,"A person holding a "" Boombox "" on top of a bus , or boat ."
3856921828.jpg,1,"Medical workers standing behind a "" Magnet is You "" cart ."
3873835329.jpg,1,"A good-looking firefighter sets up "" Do Not Cross "" tape in the city ."
3929379436.jpg,0,"A man holds a banner with "" Age Demands Action "" while a large group holds banners behind him a person in a backpack takes a photo ."
3931385671.jpg,0,"A vendor wearing a red shirt and khaki bottoms hands someone an Italian Ice from his cart that reads "" Bada Bing "" ."
3933863527.jpg,0,"A ballerina dances in front of cement walls and pillars , she has her left foot on her toe on the ground , with the other above her head in a "" V "" shape and her arms raised ."
3939807694.jpg,0,"A man with a green and white striped tank top with the word "" Tipton "" and a race tag with the number C 103 is running ."
3939807694.jpg,1,"A person running in a striped green and white tank top wearing a sign on his shirt that says "" C103 Birmingham "" ."
3954079669.jpg,0,"Musician sitting on the ground plays his guitar as crowds of people walk around him disregarding the sign in his case which states "" tell me why my music sucks "" ."
3954079669.jpg,1,"A street musician sitting playing guitar with an open case and a sign reading "" TELL ME WHY MY MUSIC SUCKS "" ."
3960660630.jpg,1,"A man is sitting , with his skateboard , at the bottom of a skateboard wall below a logo stating Vans "" off the wall "" ."
397014085.jpg,0,"A little boy wearing glasses and a t-shirt that says , "" I 'm a Pepper and Dr. Pepper , "" stands looking at an older boy sitting in the grass ."
3970199532.jpg,2,"An older woman walks down a frescoed sidewalk outside of a gun store called "" Dave 's "" ."
397080364.jpg,2,"A skier is posing for a photo near an "" experts only "" sign a top of a large mountain ."
397080364.jpg,3,"A skier poses next to a "" Experts Only "" sign with a ski lift in the background ."
397080364.jpg,4,"A skier is posing beside an "" experts only "" sign with ski lifts in the background ."
3971415758.jpg,0,"Two females dance together in front of a band and a banner which says "" Live in Concert . """
4022410703.jpg,0,"A man walks in front of a theater , a marquee above him reads "" BEAUJOLAIS AND MORE , NOV 19 "" ."
405615014.jpg,1,"A traffic director wears a yellow safety suit marked , "" Seattle Police . """
4057589056.jpg,0,"A little blond girl dressed like "" Little Red Riding Hood "" sitting on a fireplace ."
406307645.jpg,2,"skateboarder "" Popping a wheelie "" near the water ."
4063229676.jpg,0,"A dancer wearing a traditional costume of red coat and tall black hat is leaping in the air beneath a sign stating "" Ukraine "" ."
4082185154.jpg,0,"A large wooden booth with the word "" Italiano "" and the number 5 on the front with a person sitting inside ."
4088620453.jpg,0,"A military member of a group called "" Old iron Sides "" smiles as he looks at a device in both hands and a child with over sized sunglasses on looks at him with a juice box in his hands ."
410396747.jpg,1,"A young girl is standing beside a group of marathoners and has her hand out to give them a "" high-five "" ."
4115581760.jpg,0,"A woman in a black jacket stands in front of a "" Hors du temps "" movie poster ."
4121365461.jpg,2,"A young man is holding his "" follow through "" pose after shooting a basketball ."
4138543712.jpg,3,"A kid in a purple outfit is in the "" bridge position "" ."
4148908583.jpg,0,"A person , dressed as "" Santa Claus "" , is wearing a red coat and standing in a crowded room of people while a few people take pictures ."
419420971.jpg,1,"A man appears to be balancing on a bicycle on top of some sort of mechanism while "" swallowing "" a sword shaped balloon ."
4278658978.jpg,0,"A crane , with the letters "" LIEBHERR "" on it , seems to be demolishing a dark gray building with graffiti on it ."
4289221907.jpg,1,"Nine female dancers wear tutus and use "" Guitar Hero "" guitars as a prop on stage ."
4293592995.jpg,0,"An African-American man in jeans and a white t-shirt that says "" Cuido La Playa "" pushes his blue wooden cart on a sandy beach ."
4294610133.jpg,1,"Two men are standing and talking to each other , one of them is wearing a shirt that says "" summer school . """
429498940.jpg,1,"Three people are sitting at a small table near a screen with the words , "" DEMOS , The Business of Care . """
4299160955.jpg,0,"There is a line of various trucks with advertising on the side parked by the side of the road , with the "" Grilled Cheese Truck "" and the "" Calbi "" truck in focus ."
4301986594.jpg,0,"A man holds up a small sticker that says "" I am a photographer , not a terrorist "" while standing among a large group of protesters ."
4301986594.jpg,1,"A man is holding a souvenir that says "" I 'm a photographer not a terrorist "" at what appears to be a rally somewhere in Europe ."
4301986594.jpg,2,"A man is holding up a card that says "" I 'm a photographer not a terrorist "" overlooking a crowd of people ."
4301986594.jpg,3,"A man holds up a tiny sign reading "" I 'm a photographer not a terrorist . """
4328463789.jpg,1,"A young boy is taking a nap underneath a piece of cardboard that reads , "" Connie Facial Tissues . """
4329159444.jpg,0,"A group of young people are wearing red and green shirts in front of a sign that says "" lift "" ."
4329198220.jpg,1,"A group of youths , one wearing a t-shirt labeled "" L.A. City Lounge South "" , are working on a craft project that involves the use of flour ."
4333569023.jpg,0,"A man in a red and white striped shirt and black jacket holds his hand up to a sign that says "" Playboy . """
4337871573.jpg,0,"A man , wearing a white hate and sunglasses , is sitting in a white truck that says "" Coast Gas "" ."
4353551949.jpg,0,"A man wearing a green shirt and blue jeans lying down next to a several big yellow tubs , with a blue building on the right side of the photo with white graffiti "" 28 "" spray painted on it ."
4374914744.jpg,1,"Two young boys are playing the game "" Twister "" and have placed their hands and feet on blue and green patches ."
4379845375.jpg,2,"A crowd of people in workout clothes at a "" Run For Haiti "" event ."
4386588.jpg,0,"A group of women quilters are smiling , as a man in a red shirt and a woman in a white shirt hold up a quilt with the words "" Peace Knits "" quilted into it ."
4386588.jpg,2,"A group of women and a quilt that says "" Peace Knits "" ."
4387675829.jpg,3,"A young girl plays with a "" Thomas the Tank Engine "" train set at a store ."
4406616207.jpg,0,"A young man is walking past a storefront that says "" C E "" on it in giant lettering ."
4406616207.jpg,2,"A young man is walking past a large banner reading "" CE "" ."
4406961500.jpg,0,"A woman holding a microphone wearing a brown jacket , in front of a sign which says "" comedians you should know . """
4411798387.jpg,0,"Two of the members of Lynyrd Skynyrd are performing on stage playing guitar in front of a sign that says , "" Lynyrd Skynyrd , God and Guns , World Tour """
4433290741.jpg,1,"A man on the street is wearing a sign that reads "" OURO "" ."
4436084437.jpg,2,"A beautiful young woman in a "" fuax "" Scottish outfit is walking along side the road ."
4439049274.jpg,2,"A boy wearing a red "" I love NY "" shirt waves to someone to his right ."
4439099586.jpg,3,"The Asian woman advertises a new play entitled "" FELA "" on a cold day in New York ."
4441842421.jpg,1,"This man is wearing a shirt that says "" coolest dad in the world "" ."
4448063160.jpg,0,"A woman with a ponytail in a leather jacket is standing outside of a store that says "" Since 1889 . """
4448063160.jpg,3,"A woman stands in front of a store sign that reads "" SINCE 1889 "" ."
4452063256.jpg,4,"A man in a "" Centerprise "" shirt throwing a soccer ball ."
4452186556.jpg,0,"A strange "" cafe express "" sign on a brick wall with a man walking in the background ."
4452186556.jpg,4,""" Cafe Express "" sign covered in graffiti ."
4456432456.jpg,1,"A woman is walking past two cartoon pictures of men walking , one titled "" BERLIN , "" the other ""KATHMANDU."""
4460706852.jpg,1,"A woman wearing sunglasses stands along side an orange sign which reads : "" ROADWORK AHEAD . """
4460706852.jpg,3,"The woman stands in front of the "" RoadWork Ahead "" sign on the city street ."
4464792562.jpg,2,"Woman with an "" Obamacondoms.com "" board talks to a man on the street ."
4469878736.jpg,0,"A woman walks past a garage door that says "" no parking any time . """
4478571009.jpg,0,"A woman with a green shopping bag stands in front of a "" Welcome to Aberdeen "" sign ."
4478571009.jpg,1,"A woman holding a yellow bag in front of a "" Welcome to Aberdeen "" sign ."
4480972884.jpg,0,"A woman wearing a raincoat is standing under a purple awning with white letters saying "" next to normal "" ."
4480972884.jpg,1,"Woman in trench coat and purple scarf stands under an awning that says "" next to normal . """
4480972884.jpg,3,"A woman in a tan coat stands near an awning that says "" next to normal . """
4482794481.jpg,1,"Man in red walking toward a red gas station kiosk that reads , "" Diesel Gas "" ."
4482946929.jpg,2,"A black women holding a sign that says , "" free hugs "" in the city ."
4482946929.jpg,3,"A woman is holding up a yellow sign that reads "" free hugs """
4483576244.jpg,1,"Two women grope the rear end of the "" Naked Cowboy "" while he gropes them back in Times Square ."
4486617530.jpg,0,"A young women with long brown hair looks to the left and wears a blue "" Hollister "" shirt ."
4493628129.jpg,1,"A woman dressed like Jasmine from the Disney movie "" Aladdin "" looks down ."
4494282798.jpg,0,"A woman in a purple mermaid costume stands outside of the "" Highland House "" wearing black shades ."
4495413170.jpg,2,"On a crowded street , a woman is carrying a bag from the store "" ShoeGasm . """
4504050190.jpg,2,"A girl with a tattoo on her wrist that reads "" no regrets "" has her hand outstretched ."
4504050190.jpg,3,"A woman wearing blue nail polish is showing her "" no regrets "" tattoo to the camera ."
4504050190.jpg,4,"A woman 's hand with blue nail polish and a tattoo that says "" no regrets . """
4505835829.jpg,1,"A man in New York City stares at an ad outside 14th street station that reads "" Kimora is Back . """
4511339699.jpg,1,"The woman with the brown hair and white coat is standing by the "" Shine Deli "" sign ."
4511339699.jpg,2,"There are people in front of a building called "" Shine Deli . """
4528304009.jpg,0,"A young baseball player wearing a yellow shirt and a blue helmet with "" T "" on it slides into home plate and the catcher , while teammate watch ."
4528630937.jpg,0,"A busy , "" big city "" scene with many people walking and gathering down a street packed with large trailers ."
4533797010.jpg,0,"A man wearing a blue polo shirt and dark pants is carrying a protest sign that say "" Come on now , what 's gayer than tea "" ."
4533797010.jpg,1,"A man in a blue shirt is holding a sign that says "" Come on now ... what 's gayer than tea . """
4533797732.jpg,0,"A man posing with a "" November ca n't come soon enough "" poster ."
4537603449.jpg,0,"Two young Asian boys hold their hands up in the "" peace "" sign by a white tile wall ."
4537647888.jpg,0,"A trash man pushes his cart past a sign that says "" Entrada "" and a picture of a man emblazoned on the wall ."
4544246166.jpg,0,"Two men wearing sunglasses hold a banner that reads "" YES , MR. PRESIDENT , LET 'S BRING HONEST TEA TO WALL ST. "" ."
4544246166.jpg,1,"Two men holding up a sign saying "" Yes , Mr. President , Let 's bring Honest Tea to Wall St. """
4548933629.jpg,1,"A group of people listening to a man speak from a booth labeled "" Teva Neuroscience "" ."
4552210849.jpg,0,"A young man samples and peddles the wares of a fresh produce stall in possibly a "" farmers market "" ."
4556421643.jpg,0,"Four people are standing next to a brick wall and the man is holding a sign that reads "" Prayer booth """
4556421643.jpg,1,"A small group of people stand in front of store talking holding a "" Prayer Booth "" purple sign ."
4556421643.jpg,2,"Several young people on a street holding a sign saying "" Prayer Booth . """
4563544127.jpg,2,"A man holds up a sign that reads "" tattoo "" as many people walk near him ."
4564119814.jpg,0,"People walk down a city street at nighttime in front of construction and a "" Do Not Enter "" street sign ."
4564119814.jpg,1,"A city street at night with a person under an umbrella and a "" Do Not Enter "" sign ."
4565138772.jpg,0,"A man in glasses is yelling and holding a sign that says "" jobs with justice "" ."
4565138772.jpg,1,"Man in glasses yells and holds a "" JOBS WITH JUSTICE "" sign ."
4565138772.jpg,2,"A man is holding up a sign that reads "" Jobs with Justice "" ."
4572650466.jpg,0,"A young man with brown hair , a black shirt , and a backpack is holding a sign that reads "" Class war , Wanker . """
4572650466.jpg,2,"A man with a backpack is walking with a "" Class War Wanker "" sign ."
457625343.jpg,0,"Young Japanese women window shop in front of a store displaying a sign with an English translation of "" Cash and Wrap , "" and featuring a McDonald 's fast food nook ."
457625343.jpg,4,"Two women standing at "" Cash & Wrap . """
4584341152.jpg,0,"A funny picture of a white men with his left arm written in green "" Good DNA ! TRY ME "" ."
4584450444.jpg,0,"A group of people wearing coats and sweaters are shopping at produce and deli stands ; one stand has a purple sign that says "" TRIPE "" ."
4584895948.jpg,1,"A couple of Asian people standing outside near a "" smoking area "" sign ."
4586925517.jpg,0,"An elderly man held the "" COLLEGE KRUGT DINERS EN 3 % "" sign as he stood near the brick building ."
4589054322.jpg,0,"A man on the street standing in front of an "" Alessi "" sign is kneeling , tuning his guitar ."
4612764815.jpg,2,"Two blond girls standing by a building marked "" S "" ."
4613268345.jpg,0,"A man in a black leather jacket and blue jeans standing in front of a sign by Architects & Engineers that says "" 9-11 was an inside job . """
4613268823.jpg,1,"A man is sitting in a tricycle with a sign in the back that reads "" Your ad here ! """
4616045208.jpg,1,"A man with a purple bandanna is clad in police riot gear , including a helmet and a vest marked "" Police "" ."
4616443347.jpg,0,"People walk past a wall with a painted graphic of the "" I Love NY "" logo where a doctor is holding his stethoscope up to the heart of the logo ."
4616443347.jpg,2,"Three people are walking by a wall which has a painting of a doctor checking a heart on a "" I heart NY "" poster ."
4616443347.jpg,3,"Lady in red wearing boots walks right and a man in a blue suit walks left in front of an "" I heart "" NY mural ."
4616443347.jpg,4,"People walking past a sign that says "" I heart NY . """
4616529073.jpg,1,"A man in a white cap holds a sign reading "" 4th Commandment MONDAY IS THE LORD 'S 7th DAY OF REST """
4622993220.jpg,0,"A young asian woman walks past a blue wall that says "" Post No Bills . """
4622993220.jpg,1,"Woman in white t-shirt walks past blue wall that says "" POST NO BILLS . """
4623271967.jpg,0,"A man with a camera and belt buckle reading "" AX "" smokes a cigarette ."
4624956100.jpg,1,"A man in a blue shirt is holding a red ladder for a man in a white shirt near a sign that says "" Vanguard "" ."
4626799348.jpg,0,"Nine people standing around and crossing a city street named Larkin , near a wine store and a large sign reading "" Thain House . """
4637943700.jpg,0,"A young woman in an "" I Heart Bill Clinton "" T-Shirt cooks meat on a grill in a public picnic area , while two young men converse behind her and a bicyclist and motorcyclist ride by on a nearby road in the background ."
4638645892.jpg,0,"A dark-skinned person wearing an elaborate green , white , and blue feathered headdress , blue sequined bra , belly-button ornament , and a blue and white loincloth with strings that extend down one leg dances while event staff wearing "" Carioca de Copenhagen "" t-shirts stand nearby ."
4640154368.jpg,1,"A young man is standing near his bike outside a shop called , "" Sara 's Old Fashioned Ice Cream . """
4643130562.jpg,0,"Two uniformed women , wearing jackets saying "" Politie "" on the back , are looking at each other in front of a crowd ."
4644613185.jpg,1,"A person with a black hat and a union jack bag walks on a sidewalk passed an old stone building , the green-framed windows of which say "" mooch art . """
4644613185.jpg,2,"A man with a Union Jack bag walks briskly past two windows with the words "" Mooch Art "" on them ."
4645120146.jpg,0,"A man wearing long sleeves and a baseball cap walks along the sidewalk between a parked car and a store that advertises "" Real Meat Real Butcher "" ."
4648101227.jpg,0,"A band performs live for the "" Good Morning America "" Summer Concert Series in front of an audience ."
4648122589.jpg,1,"A blond woman is singing into a microphone and giving the "" okay "" symbol with her left hand ."
4653291146.jpg,0,"A squatting woman with a black purse , just inside the opened doorway to a restaurant which serves "" cheeky wings , "" looks across the brick pavement ."
4653933247.jpg,0,"A woman in white shorts is standing with a sign that says "" Honk to Indict Bush "" ."
4653933247.jpg,1,"A woman holds a sign next to the street that reads "" Honk to Indict Bush . """
4654243384.jpg,1,"A group of people are standing beneath a sign that says "" Please take a number . """
4654498293.jpg,0,"A gray patrol SUV with orange lights and the word "" Brigada "" contains a man or woman sitting in it and is parked outside an iron fence with a large gold lock and chain , with a dark-skinned woman inside the fence , holding a rolled up red flag , with an emblem on it ."
4658699120.jpg,2,"A street intersection with a building that says "" swatch . """
4659955938.jpg,1,"Two young men are sitting on some steps next to a big multicolored painted "" 5 "" ."
466176275.jpg,2,"A gray "" labradoodle "" jumps over another large dog ."
4665584226.jpg,0,"Two people look toward the camera as they cross the street in front of a red building with a sign saying , "" Royal . """
4665595084.jpg,1,"A group of people standing next to a "" no truck 's "" sign and a yellow street sign ."
4668973374.jpg,2,"A solider , "" Wagar , "" peers into a microscope as someone in a white smock looks on ."
4671579541.jpg,0,"A group of protesters march in the street , carrying signs that read "" Free Gaza "" ."
4671738012.jpg,0,"A man in a blue button up shirt making a speech with a sign next to him saying , "" no more U.S. dollars to Israeli pirates and murderers . """
4672020554.jpg,0,"Demonstrators with Muslim flags and a sign reading "" Israel is a Terrorism Creation "" stand in the street ."
4674781735.jpg,2,"A gentleman wearing a red "" 28 "" jersey , red cap and flip-flops lifts the hood and works to repair a broken down white car ."
4676386270.jpg,0,"In a large crowd , a woman holds a box with a green sign on it saying "" its a steal "" ."
4676386270.jpg,1,"A lady holds a box that says "" It 's A Steal . """
4678072371.jpg,3,"Cars and people are outside of "" Hotel Carmel . """
4678072371.jpg,4,"This is a street view of the "" Hotel Carmel "" ."
4679525981.jpg,0,"An elderly person wearing a white shirt is standing on the balcony of a beige house overlooking a street called "" Piazza Miradore . """
4682354270.jpg,0,"Young people walk on the street outside of an apartment building called "" Love Story "" ."
4688194296.jpg,3,"People standing together under a "" start "" banner in the street ."
4688197510.jpg,0,"A man in a red shirt walks past a turquoise and white checkered food establishment called "" 32 De Neude . """
4689266358.jpg,0,"A main street scene of a small town with an overhead welcome sign that says "" Welcome to Golden "" ."
4689510110.jpg,0,"A little boy wearing a green and black t-shirt with a character on it and A the word "" GIDDAY "" on the front , holding something in both his hands looking towards the sky with a baseball cap on his head ."
4701518180.jpg,0,"Dressed in high-waisted blue jeans , boots and a blue shirt with a gold "" B "" on the front is talking on the phone ."
4703377742.jpg,0,"People are gathered under a big red "" De Koninck "" umbrella while men in orange talk to the side ."
4705001158.jpg,1,"A man sitting in front of a store window with a sign that says "" Help Fight Hobophobia . """
4705001158.jpg,2,"Man reading a paper and sitting in front of a sign that says "" Help Fight Homophobia "" ."
4705576434.jpg,0,"People are walking through a market with many shopping stalls and a sign above one stall that says "" Zaras . """
4706435859.jpg,1,"A person falls toward a large group of people holding a cloth "" net "" ."
470887785.jpg,0,"A speaking woman at a podium has the phrase "" Armenian Genocide "" written on it , flanked by priests and men in suits ."
4710757099.jpg,1,"A group of people at a "" Beer Gardens "" , gathered under a green tarp tent ."
4715971264.jpg,0,"A young man , wearing a black shirt with the word "" love "" across it , juggle three green balls ."
